NAME,DATE,RATINGS,TITLE,REVIEWS
Loose Moose,24-09-2023,50,Great service from Will,"After reading the reviews thought I must try this place. It was great. Excellent customer service skills from Will , calamari was very tasty. Wide selection of drinks and very clean restaurant with great decor. Thanks for your wonderful service Will"
Loose Moose,04-09-2023,50,Nice place,"Due to this being local to our hotel we went here twice, the local beer moosehead was really nice. The food menu offers a good variety of food, what we had was tasty and freshly cooked. The service was good."
Loose Moose,18-06-2023,50,Give it a shot!,"Dined here with a group of co workers while in town on business. Excellent service, food was solid and a top notch beer selection. Will certainly visit again next time I am in town. Location is great as well!"
Loose Moose,03-04-2023,50,5 stars,Great food and excellent service We were served by David who was friendly and helpful throughout our visit. The food (Woody burger and avocado club) was absolutely delicious. If we didn't live in England we would be back next week.
Loose Moose,05-03-2023,40,Good Food but Slow Service,This place is pretty busy which led to the slow service. The French Fries are really good. Still the prices are fair and good place to visit.
Loose Moose,26-12-2022,10,Waste of time,"On December/22, I had the opportunity of going to the Leafs/Flyers game. Whenever I head to Toronto, I make it a point of dropping in to the Loose Moose because they have fantastic Fish & Chips. I double checked the hours that they are SUPPOSED...More"
Loose Moose,23-07-2022,50,What a cool bar/restaurant,"The ambience is fabulous, the bartenders nice, the food good and the bar huge. No to miss when visiting."
Loose Moose,14-07-2022,50,Great Burger,"The place was packed but the service was very fast and the Mushroom Burger and Cesar Salad were both delicious. It was loud, but that was to be expected."
Loose Moose,20-06-2022,50,Great Atmosphere!,"3rd time to the Loose Moose. Awesome place. Great beers on tap and fun atmosphere before a Blue Jays game, will be back again!"
Loose Moose,14-06-2022,40,Recommended and didn’t disappoint,Very busy bar but managed to get a table Good atmosphere Drinks a bit on the higher price but the food was good value. Bar service was quick
Loose Moose,01-04-2022,50,"Great Food, Phenomenal Service and Friendly Staff makes a GREAT IMPRESSION !",I had the pleasure to drop into The Loose Moose yesterday while killing time before the Hockey game. A friend and I had arrived early and having some extra time we decided to get something to eat. Walking around the area we noticed a couple...More
Loose Moose,20-03-2022,50,"Great food, atmosphere and service.","Great atmosphere, good music, great service and AWESOME food. We had chicken club, poutine, wings and burgers, amongst 5 people."
Loose Moose,09-10-2021,50,Fantastic service,Very convenient to where we were staying. Food was very good and service was excellent. Could not fault this place. Very jet lagged so didn’t stay long but will be back before we leave.
Loose Moose,29-08-2021,50,Really good for pub style restaurant,"I rarely give 5 stars, but for a pub, bank on!! Food was very good, nice old building, friendly staff. Nice atmosphere, great location. Will be back."
Loose Moose,23-05-2020,50,"great atmosphere, awesome service !","We stopped in for a couple of drinks before a Jays game. We had already eaten, but wish we hadn't as some of the other food looked great! They had a great selection of beer and other drinks and the service was fantastic. reasonable prices...More"
Loose Moose,27-03-2020,40,Quick Service,We stopped in for lunch. Our server was thorough and friendly. It was a busy afternoon but everything arrived quickly and was tasty.
Loose Moose,16-03-2020,40,Loose Moose Toronto,"Fun environment and fast service, even when very busy. Friendly staff and great beer selection. Burger was cooked per my order and very tasty."
Loose Moose,06-03-2020,50,Good selection of beer,Good selection of beer and friendly bartenders Tried “light + dark duo” special and jalapeño poppers. Ordered another round of the light. Live music on Thursday nights.
Loose Moose,18-02-2020,50,Great Place to eat,"Lunch time visit produced a great waitress Sylvi, quick service with lots of smiles. Ordered the loaded Poutine dish, quickly delivered with lashings of toppings. Drinks always topped up and an overall great visit! Highly recommend a visit!"
Loose Moose,23-01-2020,30,Casual and Average,Nachos- not great; and portion size far too big Chicken wings & Onion Rings very tasty Lots of tv screens if you are going to look at a match
Loose Moose,19-01-2020,50,Good food!,Great food! We were heading to the game in TO!! We had lots of time to eat and enjoy the atmosphere!
Loose Moose,19-01-2020,40,Happening Place,"Really cool gastropub with good service, quirky details, happy atmosphere and great location. Had a wonderful lunch here with my girlfriends - beer and snacks. Good value and good range of choices."
Loose Moose,12-01-2020,40,Very good !,"Went for lunch, wings and ceaser salad. Very tasty wings, nice size, medium Buffalo had good spice and flavour. Staff not overly attentive, took someone quite awhile to come to ask for drink order. Did not like waitress standing over my shoulder when using the...More"
Loose Moose,05-01-2020,40,Very Good Sports Bar,We decided to go the Loose Moose on a Saturday night as I wanted to catch the Maple Leafs game on TV. My wife and I hadn't been back to Loose Moose in over 15 years and much has changed in that time. The pub...More
Loose Moose,29-12-2019,50,Doesn’t disappoint!,"Was so excited to come back again after eating here 3 years ago and it was fantastic! Really good burgers, fries, and salads! Great service and the food isn’t greasy."
Loose Moose,22-12-2019,40,Just as you expect.,"Loved the phoned the wall, so many people picking them up like they have never seen them! Loved the place. The beer selection was epic and the music wow... The food was good. Great nachos. But, my poutine was disappointing, way to salty, but the...More"
Loose Moose,20-12-2019,30,Last chance,"All suggested Resturants booked ,so we took a chance ,typical sports bar ,couldn't hear your self think ,numerous parties , service was excellent , portions large ,would go again ."
Loose Moose,10-11-2019,50,Great atmosphere,"Go for the food but be sure to enjoy the atmosphere. The service was very good, also. I thought the burgers were particularly good but we had a range a plates and everyone seemed to enjoy."
Loose Moose,09-11-2019,50,Awesome bar with great beer range,Visited a number of times during my visit to Toronto. This is a great bar with amazing staff. They were always so friendly and efficient. I couldn’t recommend this pace highly enough.
Loose Moose,09-11-2019,40,Healthier Menu,Last time I ate here there was nothing healthy on the menu but this time there were a few choices. I was very happy to see they added healthy options.
Loose Moose,05-11-2019,50,Awesome atmosphere,"I love the vibe of the loose moose. It's a great place to sit back, enjoy a drink, and eat some delicious food."
Loose Moose,31-10-2019,40,Cool Bar,"good place for a last lunch in toronto before my flight home. the melt was excellent, and the waitress was friendly. the fountain filter could be replaced."
Loose Moose,30-10-2019,50,Vacation Family Dinner,"Took my 19 & 20 yr old kids out to dinner here before going to the aquarium. Good restaurant setting w very long bar & lots of tables. Dim setting, which I enjoy. Lots of beer but we had cocktails, which were kinda pricey but...More"
Loose Moose,21-10-2019,50,So fun and a great bar to kick off the long weekend!,So much fun! After a LONG day's drive we needed something to eat and drink. It was a toss up from this Loose Moose or another bar next door. We hit up the Moose. Their guacamole is amazing. Their wings were excellent. I was almost...More
Loose Moose,13-10-2019,50,Great food,"Great food, great price, fabulous atmosphere. Would definitely recommend. Staff were very helpful and friendly. Menu had lots of choice for food and drinks. Have already recommended to friends."
