NAME,DATE,RATINGS,TITLE,REVIEWS
Harriet's Rooftop,19-08-2023,50,Friday Night,"Came to Harriet’s last night for drinks, had a great time. My server was Kiana, she was very honest. She recommended great cocktails - definitely try the dragon fruit mock tail add vodka. Hope to see her next time I visit."
Harriet's Rooftop,18-08-2023,50,Harriet’s Friday Night,Kiana provided exceptional service and went above and beyond. Will be requesting her everytime I return. Thank you Kiana!
Harriet's Rooftop,31-07-2023,50,Service was amazing,"Brilliant experience through our entire stay. We were a little crowded at the start with my sisters engagement party of 12, with one table so it felt a little cramped. However, our fellow Irish server went out of his way ito free up another table...More"
Harriet's Rooftop,30-07-2023,40,High end drinks after dinner,Great views of TO and a nice change to a typical bar or club. Smaller bar but not too crowded. Mix of ages in crowd and a great place for a high end drink to cap off a night out. Got busier after 11pm.
Harriet's Rooftop,19-06-2023,50,Best drinks and view in Nashville!!,Drinks and service are amazing!! Autumn made me the best margarita Ive ever had. Cameron and Autumn are a fantastic duo. So fun and attentive. Ill definitely be back. Ask for them!
Harriet's Rooftop,23-03-2023,50,Great experience,Great service and good vibes! All the staff is super friendly. Have been a few times and it’s always been a great experience!
Harriet's Rooftop,17-02-2023,50,Great night with great service!,The team at Harriet’s went above and beyond! Food was great. Service was exceptional! I’ll be back again.
Harriet's Rooftop,11-02-2023,50,Great vibe !,"If you’re looking for a swanky vibe, awesome drinks and amazing staff. This is the spot. Spent a few hours with some friends at Harriet’s and it was an absolute blast. Will not disappoint. Sushi was amazing. Drinks flowing. DJ was sick. Don’t come looking...More"
Harriet's Rooftop,08-02-2023,50,Amazing Staff!,I had visited Harriet’s Rooftop back in early January. I was greeted by the manager Nadine who is super lovely I must say. Who then brought me over to have Kiana serve me and that was a delight. Kiana was great with her cocktail recommendations...More
Harriet's Rooftop,08-02-2023,50,"Outstanding view, drinks and service","Had a terrific evening here on a crisp winter evening. Our server Melinda was fast and super friendly, even recommending a delicious Imperial Old Fashioned cocktail. Food was great. This is a must visit place while in Toronto."
Harriet's Rooftop,08-02-2023,50,Best Birthday Ever,Hosted my 30th birthday here. Had an epic time. Melinda was a fantastic server- attentive and knowledgeable. Can't wait to come back again!
Harriet's Rooftop,06-02-2023,50,What a beautiful venue!,"What a beautiful venue! /such great atmosphere, great staff and management are coopérative and friendly"
Harriet's Rooftop,31-01-2023,50,A must in Toronto!,"I’ve been here numerous times for drinks, brunch, dinner, and everything in between. The service is always top notch and food and drinks are delicious. There is a manager named Nadine who we always ask for because she takes such amazing care of us and...More"
Harriet's Rooftop,28-01-2023,50,Great atmosphere!,"Highly recommended place, great drinks selection and very kind and nice service! Would definitely come back soon !"
Harriet's Rooftop,13-10-2022,50,Vibes and Service,"The atmosphere, music and drinks are all on point and only topped by the service we had from Makayla. She was super helpful and made sure we had a great time with her contagious enthusiasm and positive attitude! Definitely recommend."
Harriet's Rooftop,11-10-2022,50,Amazing experience,"Had such a great experience at Harriet’s last week. Great atmosphere and some killer drinks (southern gentleman was a group favourite). Our server Makayla was exceptional, prompt service and so much fun, she made our night! Thanks for a great time."
Harriet's Rooftop,08-10-2022,50,Our favorite bartenders,"For a good time call: Brenna and Peter at the bar ;) Good cocktails, good service and great recommendations 10/10 will return later tonight!"
Harriet's Rooftop,30-08-2022,50,Birthday party,I can always look forward to not only a gorgeous atmosphere and view but an amazing culinary experience by chef Aakash Dhall. Thanks to the entire Harriet’s team for being accommodating with booking requests and providing great service. We will absolutely be back.
Harriet's Rooftop,27-08-2022,50,BIRTHDAY CELEBRATIONS AT HARRIETS ARE,I have celebrated a couple friends birthdays here and have also come to enjoy the views and food and I'm never disappointed with the hospitality or culinary experience provided by Chef Aakash Dhall! Highly recommend the H-Roll spicy sweet and savory fresh sushi. will certainly...More
Harriet's Rooftop,24-08-2022,50,Immaculate dinning experience with “The 1” & only Chef Aakash Dhall,Went to One Hotel’s Harriett’s rooftop on the reco of friends. Great atmosphere in the restaurant-- not crowded and comfortable decor. Rootop Patio has immaculate views around the restaurant so good for people watching. For starters we tried the H-Roll.. and Chef Aakash Dhall came...More
Harriet's Rooftop,23-08-2022,50,Dinner at Harriet’s Rooftop,My friend and I went to Harriet’s Rooftop for dinner for the first time and it did not disappoint at all! The view and the interior was beautiful and we both agreed that the miso cod was one of the best in the city. Thanks...More
Harriet's Rooftop,23-08-2022,50,Great time at Harriet’s!,"Ryan is equal parts hospitable, helpful and handsome. Amazing service from the wonderful Nicole too. The chicken sliders were delicious and the paper plane with tequila was a recommendation from Ryan, it might be my new regular drink. Will definitely be back! Also chef Kash...More"
Harriet's Rooftop,18-08-2022,50,Ambiance,Beautiful space with lovely staff. Food and drinks were on point and service was excellent! A must-visit spot if you're planning on visiting the city :)
